Name,Price,Discount
"XIAOMI Redmi Note 13, 6.67"", 256GB + 8GB RAM, 108MP, (Dual SIM), 5000mAh, Black","KSh 27,199",46%
Bluetooth 5.1 Wireless Headphones Bluetooth Earphones 50Hrs Playtime Wireless Earbuds,KSh 626,43%
Lenovo LP40 Pro Bluetooth  Earbuds Headset With Mic Black,"KSh 1,098",31%
"XIAOMI Redmi 13C, 6.71""(8GB RAM+256GB Storage)5000mAh Dual +MAGNIFIER+BUDS","KSh 17,699",41%
Oraimo FreePods Lite Earbuds - Phantom Black,"KSh 1,899",No discount
"Samsung 25 Watts Super Fast Charger adapter With Type C outputCable Not Included for Galaxy A14,A13,A12,A22,A24,A34,A54,A73,A70 and All S series",KSh 999,45%
Phone Stand Phone Holder Desktop Stand Free Angle Adjustment,KSh 499,27%
RichRipple 6Inch LED Selfie Ring Light & Tripod Stand 2 Phone Holders,KSh 579,42%
Ring Light And Tripod Stand,KSh 499,38%
"Itel A18, Display 5.0"" Display Size(32GB +1GB)(Dual Sim)Battery 2400 MAh"",sply""","KSh 6,195",38%
Qwen 128GB Memory Cards High Speed -Blue,"KSh 1,299",35%
"XIAOMI Redmi 13C , 6.74""  8GB RAM + 256GB ROM, 50MP AI Triple Camera, 5000mAh (Dual Sim) - Blue  + Free Gifts","KSh 16,899",44%
Itel 5081//Triple SIM CARD //SIZE DISPLAY2.40'' - Blue,"KSh 2,200",12%
"Tecno SPARK 20,UPTO 8GB RAM &128GB ROM,DISK,BUDS,WATCH & OTG CABLE","KSh 15,750",28%
"Tecno Spark 20, 6.6'' , 4GB RAM + 128GB ROM (Dual Sim) 50MP, 5000mAh - Gravity Black","KSh 14,399",45%
"XIAOMI REDMI 13C,4GB RAM/128GB ROM,6.74 IPS LCD DISPLAY,DUAL SIM","KSh 13,350",33%
Samsung Samsung_25 W Fast Type C Charger 25W USB C Adapter,KSh 799,27%
Qwen Wireless Earbuds Bluetooth Headset With Mirror,KSh 829,31%
"Infinix Hot 40i, 6.78"" , 128GB ROM + 4GB RAM (Dual SIM), 50MP, 5000mAh - Blue + Free Gifts","KSh 12,999",35%
"Oppo A38, 6.56"", 4GB RAM + 128GB,50MP, 5000mAh (Dual SIM), Glowing Gold","KSh 20,000",13%
Sokany 6A 120W USB To TYPE-C Charge Fast Cable 150CM,KSh 220,45%
10inch  ringlight with2.1m stand,"KSh 1,400",48%
Oraimo FreePods 3C ENC Calling Noise Cancellation Long Playtime True Wireless Earbuds,"KSh 3,550",19%
XIAOMI Redmi 13C 6.74' 4GB/128GB Android 13 Dual SIM 5000mAh-BM,"KSh 13,349",30%
Sokany 20000mah  Powerbank With 4 Cables,"KSh 1,188",53%
Pd 10400Mah Portable Smart Power Bank With FlashLight.,"KSh 1,585",37%
"Itel S23 6.6"", 128GB ROM + Up To 8GB RAM, 50MP Camera, 5000mAh+CELLINY 6","KSh 10,990",45%
Genetic True Wireless Bluetooth Earphones Headphones Stereo Earbuds,KSh 459,49%
TWS Wireless Earbuds Bluetooth Earphone With Mic Headset M10,KSh 410,49%
"Tecno SPARK 20,6.6 HD+,90GHZ REFRESH RATE,50MP,UPTO 8GB RAM,128GB ROM,DUAL SPEAKERS+WSP","KSh 15,349",23%
Mini Speaker  Bluetooth Speakers Portable Wireless,"KSh 1,549 - KSh 1,649",35%
"Samsung Galaxy A15, 6.5'' Display, 6GB RAM + 128GB ROM (Dual Sim) 50MP,  5000mAh - Blue + Free Gifts","KSh 18,199",39%
"Nokia 150 2.4 Inch,Dua; Sim,1020mAh-Black","KSh 2,799",20%
Earbuds Wireless Bluetooth Gaming Sport Running Headphone,KSh 510,36%
"Tecno CAMON 20, 6.67"", 256GB + 8GB RAM, 64MP, (Dual SIM), 5000mAh - Black","KSh 21,299",47%
"Tecno T301; (Dual Sim),// Memory Card Slot//black","KSh 1,790",11%
Phone Video Tripod Handheld Stabilizer Lens Stand,KSh 488,40%
Oraimo Data Cable OCD-M53 2A 1M Black,KSh 95,47%
"Infinix Note 30 Pro 4G, 6.67"", 256GB + 8GB RAM (Dual SIM), 5000mAh, Variable Gold","KSh 39,999",No discount
Lenovo LP5 Bluetooth Headset TWS Earphones Stereo Sport Headsets,"KSh 1,599",33%
C15 BASS Bluetooth Portable Speaker With FM/USB,"KSh 1,490",7%
"Samsung  Galaxy A05S, 6.7"", 90HZ, 4GB RAM + 128GB ROM, 50MP, 5000mAh - Silver","KSh 15,950",31%
"Infinix Note 40, 6.78"", 256GB + 8GB RAM (UPTO 16GB RAM), Dual SIM, 5000mAh, Obsidian Black","KSh 27,929",44%
Samsung Super Fast 45W USB C Charger Adapter For Type C Devices,"KSh 1,473",5%
"Infinix Hot 40i , 6.56"" //128GB ROM+4GB RAM //Dual SIM //50MP //5000mAh /Ksly GLD+TS/MW/SP","KSh 13,499",46%
GUIXIA Y30 Wireless Headset Bluetooth Earphone True Bass,KSh 215,49%
"Samsung Galaxy A15, 6.5"", 128GB + 6GB RAM (Dual SIM), 5000mAh, Blue","KSh 17,899",6%
Full Touch Screen Smart Watch - For Android & IOS,KSh 799,45%
"Tecno CAMON 20, 6.67"", 256GB + 8GB RAM, 64MP, (Dual SIM), 5000mAh - Blue","KSh 21,299",41%
Bluetooth Speaker Portable TF Card FM Mode HD Sound Quality,KSh 779,44%
GUIXIA  Y50 Wireless Headset Bluetooth Earphone True Bass,KSh 215,49%
"VIC Wireless Fill Light BT Remote Tripod Blog Live Videos,YouTube Selfie Stick",KSh 519,47%
"Huawei Y6 Pro Smartphone 5.0"" Touch Display 64 GB ROM,4 GB RAM, Android 7, Dual SIM - Black","KSh 6,299",50%
"Samsung USB-C Super Fast Charging Power Adapter,25W PD Charger Block For  Galaxy A15,A25,A05S,S23FE  S23 Ultra/S23/S23+/S22/S22 Ultra/S22+/Note 20/S20/S21/S10, Galaxy Tab S7/S8","KSh 1,299",48%
"Oraimo Strong Bass, HD Sound Earphone + Mic",KSh 230,34%
"Samsung Galaxy A05, 6.7'' 4GB RAM + 128GB ROM (Dual Sim) 50MP, 5000mAh - Black + Smart Watch & Buds","KSh 13,999",39%
VIC Phone Vlog Video Fill Light Kit With Adjustable Tripod Mic,"KSh 2,970",26%
RichRipple RR31 Wireless Headset Bass LED Display Charging Case,KSh 492,45%
Genetic Wireless Bluetooth Earphone Headphones Stereo Earbuds HIFI,KSh 359,49%
Fashion Silicone Wireless Bluetooth Earphone Protective Case Storage Box For AirPods Pro-Blue,KSh 174,45%
Genetic 8h Playtime Wireless Bluetooth Earphones Earbuds Long Endurance,"KSh 1,350",29%
"Samsung Galaxy A04e,  6.5"", 3GB RAM + 32GB ROM, 13MP, 5000mAh, Dual SIM, Black + Smart Watch & Earbuds","KSh 11,199",44%
Macaroon Bluetooth Wireless Earphones Headsets Gift-Black  TWS Black,KSh 489,46%
Oppo A31 6GB RAM+128G ROM 6.5 Inch Screen HD Camera 12MP Black,"KSh 11,890",40%
VEGER Slim Ports Portable Charger- 25000mAh Power Bank.,"KSh 2,299",34%
"Infinix Hot 40i, 6.78"" , 128GB ROM + 4GB RAM (Dual SIM), 50MP, 5000mAh - Starlit  Black","KSh 12,545",45%
Itel P40 4G Lite - 6.6'' - 64GB HDD - 4GB RAM - 13MP Dual - 6000mAh -celliny 1,"KSh 10,899",46%
"Infinix Hot 40i, 6.78"" , 128GB ROM + 4GB RAM (Dual SIM), 50MP, 5000mAh - Gold + Free Gifts","KSh 12,999",35%
"Oppo A38,6.56"",4GB RAM+128GB ROM,50MP,5000mAh (Dual Sim) - Glowing Black, (2YRs WRTY)","KSh 20,000",13%
F9 Bluetooth Earphone 2000mAh Battery Headset Zw,KSh 389,35%
"Samsung Galaxy A05, 6.7''  4GB RAM + 64GB ROM (Dual Sim) 50MP Camera, 5000mAh - Black","KSh 11,299",43%
C Idea Adults Tablets，10 Inches Android 12 Sim 8GB+512GB Storage Keyboard(Pink),"KSh 12,999",38%
"Realme C30s, 6.5"", 64GB ROM + 3GB RAM, 8MP (Dual SIM) 5000mAh - Blue","KSh 9,499",39%
"Bontel L600//screen Display 1.77 Inch// ,Big Speaker, //1000 Mah Battery// C.E""","KSh 1,250",38%
"Oraimo Strong Bass, HD Sound Earphone + MicROPHONE HEADSET",KSh 240,31%
Samsung 25 W Fast Type C Charger 25W USB C Adapter,KSh 808,38%
"Samsung Galaxy A15, 6.5'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh -MAGNIFIER WATCH","KSh 16,650",31%
"C Idea 8 Inch Tablet,Android 12 Dual Camera Sim Red 256GB Adult Men Tablet With Case","KSh 6,999",46%
SIMI Three In One Stylus Pen,KSh 99,50%
Bluetooth Speaker Mirror With Clock FM Time Radio,KSh 854,44%
"Freeyond F9,2GB+64GB,6.52"" 4G Smartphone,13.0MP 5000mAh, Dual SIM Android Phones,Black","KSh 10,300",41%
"Infinix  Smart 8, 6.6"", 4GB RAM Expandable Upto 6GB + 64GB ROM (Dual sim) 5000mAh - Black + Smart watch & power Bank","KSh 11,850",41%
"C Idea Adults Tablets, 10 Inches Android 12 Sim 8GB+512GB Storage Keyboard (Red)","KSh 12,999",38%
F9 Bluetooth Earbuds High Sound Quality Fingerprint Touch Pod,KSh 600,No discount
S20 Wireless Bluetooth Earphone LED Display,KSh 558,54%
"Infinix HOT 40i,5000mah,(4GB RAM+4GB RAM)128GB ROM,50MP,TYPE-C,+COVER SPEAKER","KSh 12,990",35%
"Vision Plus 3 In 1 Cable, 1M - Black",KSh 380,24%
"Nokia 105 Africa Edition - 1.77"" - Wireless FM Radio - &nbsp;800mAh - Charcoal Black, 1YR WRTY","KSh 2,099",30%
C Idea Adults Tablets10 Inches Android 12 Sim 8GB+512GB Storage Keyboard(Purple),"KSh 12,999",38%
"Samsung Galaxy A15, 6.5'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh -+CVS SP CP","KSh 16,899",30%
Samsung Phone Case For Galaxy A15 Black Soft Silicone Phone Case/ Cover,KSh 649,35%
Wireless Earbuds Bluetooth Earphones 5.1 Gaming Earphones Touch Control Headphones,KSh 699,46%
"C Idea 9 Inches Android 12 Tablets SIM WiFi 256GB ,1280 * 800,8000mAh Battery Tablet Grey","KSh 10,000",46%
Gaming Earbuds Wirelss Sports Earhones Bluetooth Headsets,KSh 520,35%
Universal Stents Adjustable Cell Phone Stand &Tablet Holder-(Blue),KSh 120,40%
"Realme C30s, 6.5"", 64GB ROM + 3GB RAM, 8MP (Dual SIM) 5000mAh - Blue + Free Gifts","KSh 9,999",29%
Bluetooth  Earphone  F2  TWS Sports Headset  Touch,KSh 201,50%
Fashion Phone Calling Smartband Smartwatch Y68 D20,"KSh 1,000",44%
"U&I Enc Air O6 Earbuds, Black","KSh 1,299",48%
Samsung Super Fast Dual Car Charger Adapter 45W + 15W Two Port Pd With USB Type C to Type Cable,KSh 998,No discount
8'' Ring Light Tripod Stand LED Lights Selfie Phone Holder Phones Accessories,KSh 769,45%
Phone Vlog Video Blog Kit Stabilizer Hold Tripod,"KSh 1,510",36%
"Itel P55,6.6-INCHES PUNCH-HOLE DISPLAY,90HZ,50MP,18W CHARGER,5000MAH,(128GB ROM+UPTO 12GB RAM)","KSh 11,990",40%
"Tecno Mobili SPARK 20 128GB +8(4+4)GB RAM 90Hz 6.6"" G85 Gaming Processor 50MP+32MP Dual Speakers Android 13 5000mAh 18W Smart Phones 4G-Dual SIM Side Fingerprint","KSh 14,600",27%
"Vision Plus Power Bank 10000mAh VPPB10A - Black, (1YR WRTY)",KSh 999,41%
"1.69"" Full Touch Smart Watch Sport Health Bluetooth Call","KSh 1,690",43%
Oppo Refurbished A83 4GB+ 64GB Smartphone - 4G LTE Dual Card 5.7-inch Display - Face Unlock（Black）,"KSh 7,888",38%
Oraimo Micro USB Data Cable 2M For V8 Charger,KSh 150,25%
"XIAOMI REDMI A3,6.71 IPS LCD DISPLAY,(4GB RAM/128GB ROM)Android 14 (8/0.5)MP + 5MP Selfie - 4G LTE - 5000mAh - Side Fingerprint,","KSh 12,680",37%
Bluetooth Wireless Earphone Earbuds Business,KSh 441,41%
Bluetooth Earphones Wireless Headphones Headset,KSh 900,40%
Wireless Earbuds Bluetooth Earphones 5.3 Waterproof Headset Headphones,KSh 743,19%
64GB Phone 10 SD Memory Driving Recorder TF Card,KSh 669,49%
Selfie Stick Tripod Bluetooth Remote Controller Hand-held,KSh 600,40%
"Samsung Galaxy A04e,  6.5"", 3GB RAM + 32GB ROM, 13MP, Dual SIM, Black","KSh 10,280",48%
RichRipple JR01 Bluetooth Headsets Wireless Pods Pro Earpods Earphones,KSh 999,36%
Samsung Galaxy A15 Original Navy Blue Silicone Phone Case/ Cover,KSh 799,20%
Music Pioneer P47 Bluetooth5.0 Casque Stéréo Sans Fil HIFI écouteur,KSh 400,49%
"Tecno POP 7  6.6"" Display + 64GB Storage + Up To 4GB RAM, 5000mAh, 8MP Bu...Lii","KSh 10,585",47%
"XIAOMI REDMI NOTE 13,6.67""-INCHES DISPLAY,AMOLED,120HZ(6GB RAM/128GB ROM)4G,DUAL SIM ,5000MAH,","KSh 21,200",39%
Tripod Stand Bluetooth Selfie Stick 2-in-1,KSh 550,50%
Oraimo FreePods 4 Active Noise Cancellation Easy Control APP Wireless Stereo Earbuds,"KSh 5,599",27%
Vlog Video Kit 7 Pieces Removable For Various Scenarios,"KSh 1,090",36%
VIC Convenient Phone Stand Adjustable Swivel Ultra-light Desktop Metal Tablet Stand,KSh 371,47%
"Infinix Hot 30, 6.78"", 8GB RAM, 256GB, 5000mAh, (DUAL SIM), 4G - Sonic White","KSh 13,916",13%
Stereo F9 Bluetooth Earphone Power Headset,KSh 680,40%
"F9 Earbuds With High Quality Sound,deep Bass&powerbank",KSh 600,50%
GUIXIA  A6S Wireless Headset Bluetooth Earphone True Bass,KSh 215,49%
Bone Conduction Bluetooth Headphones Sports Ear Clips,KSh 750,18%
Realme C51 6.74'' 4GB RAM 128GB ROM Android 13,"KSh 12,969",40%
"Itel S23 6.6"", 128GB ROM + Up To 8GB RAM, 50MP Camera, 5000mAh+CELLINY 1","KSh 10,699",47%
"Oppo A58, 6.72'',50MP, 8GB+128GB, 4G, 5000mAh, Dual Stereo Speakers (Dual Sim)- Glowing Black, (2YRs WRTY)","KSh 26,875",10%
"Itel A04 4G, 6.3"", 32GB + 2GB RAM (Dual SIM), 4000mAh - Blue","KSh 8,250",18%
F9 -Wireless Airpods For Smart Phones & Gifts,"KSh 1,200",33%
RichRipple 7 Ultra Smart Watch Bands Gift Box Smart Watches,"KSh 2,299",37%
"General Electric DCQ Q6 Dual Card, FM, Flashlight, 800MAH – Black","KSh 1,200",8%
"Itel S23 6.6"", 128GB ROM + Up To 8GB RAM, 50MP Camera, 5000mAh+CELLINY 3","KSh 10,799",46%
"Tecno SPARK 20,6.6 INCHES DISPLAY,4GB RAM /128GB ROM 5000MAH,4G LTE,","KSh 14,440",28%
Jbl Wireless Bluetooth TWS-4 Earbuds,KSh 980,No discount
"Nokia 5310 2.4inch,1200mAh,Dual Sim-Black","KSh 4,699",28%
Tecno Camon 20  6.67-inch 256GB+8GB RAM-64 MP-battery-5000mAh- +FREE GOOD GIFTS,"KSh 21,900",27%
Car USB Charger Bluetooth FM Transmit MP3 Player,KSh 649,48%
Desktop Foldable Telescopic Phone Holder,KSh 500,40%
"Itel 2163 1.8"" Display 1000mAh, Bright Torch, FM Radio, Dual SIM","KSh 1,230",18%
"Tecno POP 8 6.6"" - 4GB RAM + 128 ROM - Android 13 Dual sim 5000mAh-Smartphones Gk 128GB","KSh 12,900",36%
"Oppo A18, 6.56'', 4GB RAM + 64GB, (Dual SIM), 5000mAh, Glowing Blue + Smart Watch & Earpods","KSh 14,899",26%
"XIAOMI Redmi 13C , 6.74""  8GB RAM + 256GB, 50MP AI Triple Camera, 5000mAh (Dual Sim) - Midnight Black + Smart watch & Earpods","KSh 17,250",42%
GT20 Smart Watch 1.99 Inch Heart Rate IP67 Waterproof Sports Watch,"KSh 1,850",43%
Oraimo USB TYPE C TO TYPE C FAST CHARGING CABLE,KSh 398,7%
"Tecno Spark 20 Pro Plus, 6.78"" AMOLED, 256GB + 8GB RAM (8GB RAM Extended) 108MP, 5000mAh Dual Sim + FREEBIES","KSh 30,999",23%
Full Touch Screen Smart Watch - Health Detection,"KSh 1,502",46%
Vivo Y03 - 6.56'' - 4GB RAM + 64GB ROM - Dual SIM - 5000mAh - Space Black (2YRs WRTY),"KSh 12,699",21%
"Nokia Nokia105 1.77"" Dual SIM- Black","KSh 1,890",24%
Magnetic In-Ear Stereo Headset Earphone Wireless Bluetooth-,KSh 235,34%
C Idea 10.1 Inch Android Tablet PC 12 Dual Camera Sim 8GB RAM 512GB Bluetooth Fntastic Blue,"KSh 13,999",33%
"Tecno T101 FEATURE PHONE - Dual Sim, FM, BT, Torch - Black","KSh 1,500",50%
"Tecno Spark 20 Pro ,6.78"" //8GB RAM (Expandable Upto 16GB RAM)+256GB Storage //108MP Ultra Sensing Camera //5000mAh //Dual sim /Ksly -B","KSh 23,999",40%
"Samsung  Galaxy A15, 6.5'' Display, 6GB RAM + 128GB ROM (Dual Sim) 50MP, 5000mAh+COVER SPEAKER","KSh 18,790",46%
Wrist Smart Watch Bands Bracelet Strap,KSh 545,45%
"Tecno Spark 20, Disp 6.6'' //4GB RAM (Up to 8GB RAM)+128GB ROM //Dual Sim //50MP //5000mAh /Ksly +FREE BT+MW+C+O+R","KSh 14,599",42%
"Bontel 2720 1.77"" DISP// Flip Phone. MP3,MP4,FM , Flash Torch 1000mAh,","KSh 1,990",38%
Samsung USB TYPE C TO USB TYPE C CABLE FOR SAMSUNG APPLE,KSh 499,38%
XIAOMI  Redmi 13C// DISPLAY 6.74'' //4GB //128GB //Android 13// Dual SIM //KSLY+PB+BT+W+0,"KSh 13,999",30%
"Tecno Pop 7  6.6"" Display 2GB RAM + 64GB ROM, 8MP , 5000mAh, Blue","KSh 10,698",29%
Qwen Bluetooth Headset Wireless Earbuds With Power Bank,KSh 600,40%
"Samsung GALAXY A05S,6.7"" INCHES,PLS LCD DISPLAY,(64GB ROM+ 4GB RAM)5000MAH BATTERY,4G,50MP,BLACK","KSh 14,450",28%
Qwen Selfie Stick Tripod With LED Light  Remote Controller For Mobile Phone,KSh 535,33%
Samsung ORIGINAL 25 W Fast Type C Charger 25W USB C Adapter,KSh 799,43%
C Idea 10 Inches Android 12 Sim 8GB+512GB Storage Keyboard Adults Tablet PC(Green),"KSh 12,999",43%
RichRipple 20000mAh PD40W Portable Power Bank Premium Black,"KSh 1,599",13%
XIAOMI Redmi 13C 6.74'' 4GB 128GB Android 13 Dual SIM,"KSh 14,199",29%
"Itel S23 6.6"", 128GB ROM + Up To 8GB RAM, 50MP Camera, 5000mAh+CELLINY 9","KSh 11,180",44%
"Tecno Spark 20, 6.6'', 4GB RAM + 128GB ROM (Dual Sim) 50MP Camera, 5000mAh  - White + Smart watch & power Bank","KSh 15,799",39%
D18 Smart Watch Men Women Smart Watch Sports Tracker Pedometer for Android IOS,KSh 523,44%
"Samsung GALAXY A15, 6.5'' HD+, 8GB RAM + 256GB ROM, DUAL SIM, 50MP, 5000mAh - Black","KSh 23,499",41%
LASA USB C To USB C Cable 60W 3A Fast Charging Cable 1.2M,KSh 450,43%
VIC Full Touch Smart Watch Sport Health BT Call,"KSh 1,120",42%
"C Idea 8 Inch Tablet,Android 12 Dual Camera Sim Pink 256GB Adult Men Tablet With Case","KSh 6,999",46%
"Infinix Smart 8, Disp 6.6"" HD //3GB RAM(Expandable upto 6GB)+64GB ROM //Android 13 //Dual sim //5000mAh /Ksly+I12+C+MW","KSh 11,599",39%
Mobile Gaming Thumb Finger Sleeves Anti Sweat Cove,"KSh 298 - KSh 1,199",38%
"Samsung Galaxy A15, 6.5'' Display, 6GB RAM + 128GB ROM (Dual Sim) 50MP,  5000mAh - Blue","KSh 17,699",41%
"Infinix Hot 40i ,Display 6.56"" //128GB ROM+4GB RAM //Dual SIM //50MP //5000mAh /Ksly -G","KSh 12,550",45%
"Samsung GALAXY A05,128GB ROM & 4GB RAM,6.7""PLS LCD DISPLAY,50MP,DUAL SIM,5000MAH,SPLY""","KSh 13,350",47%
"XIAOMI Redmi 13C , 6.74""  8GB RAM + 256GB ROM, 50MP AI Triple Camera, 5000mAh (Dual Sim) - Navy Blue","KSh 16,450",45%
"Dual Sim 4G Android Smart Phone 4A  5""screen HD 720P 13MP","KSh 4,699",41%
"Samsung Galaxy A25 5G, 6.5'' 6GB RAM + 128GB ROM, 50MP  (Dual Sim)- Brave Black + Smart Watch & Power Bank","KSh 30,499",46%
"Samsung GALAXY A15, 6.5'' HD+, 8GB RAM + 256GB ROM, DUAL SIM, 50MP, 5000mAh - Blue + FREEBIES","KSh 24,899",38%
"XIAOMI Redmi Note 13, 6.67"", 256GB + 8GB RAM, 108MP, (Dual SIM), 5000mAh, Black","KSh 25,990",26%
SAWA Bluetooth Wireless Earphones Sound Headsets Noise Cancelling HD Binaural Call Earbuds MiNi,KSh 499,47%
2M 3.5mm Male To Male Jack Aux Cable,KSh 198,No discount
"Infinix SMART 8,IPS LCD DISPLAY 6.6"" INCHES,DUAL SIM,(4GB RAM+64GB ROM)5000MAH,","KSh 11,150",26%
"Samsung Galaxy A04e,  6.5"" Display, 3GB RAM + 32GB ROM, 13MP, 5000 MAh, Dual SIM, Black + Smart Watch & Power Bank","KSh 10,899",46%
"Vision Plus Vibe Pods Bluetooth Ear Buds Vibe Series - Black, (2YRs WRTY)","KSh 1,765",41%
"XIAOMI Redmi 13C, 6.71""(8GB RAM+256GB Storage)5000mAh Dual +BUDS+SPEAKER","KSh 17,599",41%
Otg Connect Kit OTG Cable Micro USB Cable Type C,KSh 152,24%
"XIAOMI Redmi A2 Plus, 6.52"" 2GB + 32GB 5000mAh (Dual SIM) Black + Smart Watch & Buds","KSh 11,999",29%
F9-5C  Bluetooth Wireless Earphone + 2000mAh Battery Sports Earbuds White,KSh 799,39%
"XIAOMI  Redmi Note 13 Pro, 6.67"", 256GB + 8GB RAM, 200MP, (Dual SIM), 5100mAh - Black + FREEBIES","KSh 37,000",37%
"XIAOMI REDMI 13C,DUAL SIM,4GB RAM/128GB ROM,5000MAH,4G,POWERBANK,BUDS & SMART WATCH","KSh 14,500",28%
"Bontel L800 ;,,1.77""Screen Display,,1000 MAh Battery (Power Bank Option)//Green","KSh 1,230",18%
"Tecno CAMON 20, 6.67"", 256GB + 8GB, 64MP, (Dual SIM), 5000mAh + GIFTS/CELLINY//","KSh 22,399",44%
"Freeyond M5,8GB+128GB,6.52"", 50MP,4G Smartphone 5000mAh Dual SIM Android Phone,Black","KSh 13,622",47%
"Oppo A58, 6.72'',50MP, 8GB+128GB, 4G, 5000mAh, Dual Stereo Speakers (Dual Sim)- Dazzling Green, (2YRs WRTY)","KSh 26,875",10%
ColorScreen  SmartWatch Heart Rate Sport Bracelet,KSh 517,45%
"Tecno  Camon 30, 6.78"" Display, 256GB ROM + 16GB (8GB + 8GB) RAM 4G (Dual SIM) - 5000mAh+PB SW I12","KSh 31,599",21%
"Samsung GALAXY A15,6.5""INCHES,SUPER AMOLED,90HZ,50MP,4GB RAM/128GB ROM,DUAL SIM,5000MAH,ANDROID 14,","KSh 25,000",No discount
"Infinix Note 40, 6.78"", 256GB + 8GB RAM (UPTO 16GB RAM), Dual SIM, 5000mAh, Titan Gold","KSh 27,929",44%
"Infinix HOT 40i,5000mah,(4GB RAM+4GB RAM)128GB ROM,50MP,TYPE-C,+COVER SP","KSh 13,749",40%
"Freeyond F9,2GB+64GB,6.52"", 13.0MP,4G Smartphone 5000mAh Dual SIM Android Phone,Blue","KSh 8,999",50%
"Samsung  Galaxy A05S, 6.7"", 90HZ, 4GB RAM + 128GB ROM, 50MP, 5000mAh - Black","KSh 14,999",35%
"XIAOMI Redmi A3, 6.71'' Display //64GB Storage + 3GB RAM //Dual Sim //5000 mAh Battery /Ksly -G","KSh 10,999",27%
Oraimo PowerBox 300 Lite 30000mAh 15W Power Bank,"KSh 4,200",50%
Lenovo LP40 Wireless Earphone Bluetooth 5.0 Headset White,"KSh 1,039",31%
Macaroon Bluetooth Wireless Earphones Headsets New Year Gift-PINK   TWS,KSh 499,17%
Oraimo Fast Charging Type C USB Cable,KSh 249,29%
"Infinix  Smart 8, Disp 6.6"" HD //4GB RAM(Expandable upto 8GB)+128GB ROM //Android 13 //Dual sim //5000mAh /Ksly+C+R+O+BT+W","KSh 12,599",37%
"Infinix HOT 40i,5000mah,(4GB RAM+4GB RAM)128GB ROM,50MP,TYPE-C,+COVER SP WATCH","KSh 13,550",38%
"XIAOMI Redmi A3 - 6.71'' Display- 64GB Storage ,3GB RAM - Dual Sim ,5000 MAh Battery- Black..Lii","KSh 10,945",45%
"SIMI S502 - 5.""  HD + 1GB And 16GB.","KSh 4,999",38%
"VIC Big 2.19"" IPS Full Touch Smart Watch BT Call Sport Heart Rate Health Monitor","KSh 2,180",45%
Sandisk 64GB Memory Card - 64 GB Micro SD,"KSh 1,230",32%
Oraimo Free Pod 4 TWS Wireless Earbud,"KSh 7,492",6%
Mobile Live Broadcast Selfie Microphone Stand,"KSh 1,110",50%
"Tecno Camon 30, 6.78"" Display,  256GB ROM + 16GB (8GB + 8GB) RAM 4G (Dual SIM) - 5000mAh - Salt White","KSh 31,899",20%
GT20 Silver Smart Watch Men Women Health Watch for Ios Android,"KSh 1,447",29%
"Bontel T1000, Wireless Desktop Phone, Sms,,Feature- White,,home And Office","KSh 2,900",36%
Wireless Bluetooth Earphones Fingerprint Touch HiFi Stereo,KSh 848,46%
Rotary Clip Mobile Phone Convenient Holder,KSh 350,30%
SAWA  Macaroon Bluetooth Wireless Earphones Sound Headsets Noise Cancelling HD Binaural Call -BLACK,KSh 647,23%
"Oking A50 Pro Flip Phone, 2.6"" (Dual SIM), Wireless FM - Purple","KSh 3,499",No discount
Bracket With Speaker Wireless Speaker Bluetooth Speaker Foldable Speaker Phone Stand,KSh 719,37%
ZL02 Smart Watch H Full S Reen Sport Fitness Black,"KSh 2,690",46%
"Infinix NOTE 30 PRO, 256ROM+8GB RAM, DISPLAY 6.78"" FHD+ 5000MA,G0LD/CELLINY//","KSh 21,999",45%
"Infinix HOT 40I,4GB RAM UPTO 8GB RAM,DUAL SIM 5000MAH,WATCH,BUDS & POWERBANK","KSh 13,999",30%
Type C Fast Charge USB Cable 1 M - White,KSh 177,33%
F9 Wireless Bluetooth Earphone Stereo Fingerprint Touch,KSh 410,49%
Sandisk 128GB Ultra Memory Card - 128 GB Micro SD-,"KSh 1,950",22%
TYPE C Data OTG Connect Kit Adapter Connector Cable USB Braided Woven,KSh 189,24%
